#Sample,Species,Chinese,Coverage,CovRate,Depth,Abs_Abu,Re_Abu,Genus,GenusCh,Genus_Abs_Abu,Genus_Re_Abu,MRN,SMRN,SMRNG,SDCOV,SDdepth,SDMRN,SDSMRN,SDSMRNG,Gram,ID
17S0585608,Asticcacaulis_excentricus,ÀëÖĞ²»Õ³±ú¾ú,251/3904170,0.0064,1,0.5123,1.58,Asticcacaulis,²»Õ³±ú¾úÊô,0.5123,1.58,2,2,2,0.0044,1,1,1,1,G-,id|00845543|ref|BAC_0382477|
17S0585608,Azoarcus_BH72,¹Ìµª»¡¾ú*,109/4376040,0.0025,1,0.2285,0.71,Azoarcus,¹Ìµª»¡¾úÊô,0.2285,0.71,1,1,1,0.0017,1,1,1,1,G-,id|00592359|ref|BAC_0268451|
17S0585608,Bacillus_pseudofirmus,¼Ù¼áÇ¿Ñ¿æß¸Ë¾ú,46/3858997,0.0012,1,0.2591,0.8,Bacillus,Ñ¿æß¸Ë¾úÊô,0.2591,0.8,1,1,1,0.0008,1,1,1,1,G+,id|03171587|ref|BAC_0804808|
17S0585608,Beijerinckia_indica,Ó¡¶È°İÒ®ÁÖ¿ËÊÏ¾ú,136/4170153,0.0033,1,0.2398,0.74,Beijerinckia,°İÒ¶ÁÖ¿ËÊÏ¾úÊô,0.2398,0.74,1,1,1,0.0023,1,1,1,1,G-,id|00138202|ref|BAC_0344909|
17S0585608,Comamonas_testosteroni,ØºÍèÍª´ÔÃ«µ¥°û¾ú,258/5373644,0.0048,1,0.5583,1.73,Comamonas,´ÔÃ«µ¥°û¾úÊô,0.5583,1.73,3,2,2,0.0033,1,2,1,1,G-,id|04440205|ref|BAC_0903767|
17S0585608,Corynebacterium_callunae,°ô×´¸Ë¾ú*,136/2839551,0.0048,1,0.3522,1.09,Corynebacterium,°ô¸Ë¾úÊô,0.3522,1.09,1,1,1,0.0033,1,1,1,1,G+,id|04984883|ref|BAC_0412368|
17S0585608,Cupriavidus_necator,¹³³æÌ°Í­¾ú,128/6557542,0.002,1,0.1525,0.47,Cupriavidus,Ì°Í­¾úÊô,0.1525,0.47,1,1,1,0.0014,1,1,1,1,G-,id|06789650|ref|BAC_0663633|
17S0585608,Enterobacter_asburiae,°¢ÊÏ³¦¸Ë¾ú,147/4812833,0.0031,1,0.2078,0.64,Enterobacter,³¦¸Ë¾úÊô,0.2078,0.64,1,1,1,0.0021,1,1,1,1,G-,id|03991000|ref|BAC_0468420|
17S0585608,Enterococcus_faecium,Êº³¦Çò¾ú,280/2994661,0.0093,1,0.6679,2.06,Enterococcus,³¦Çò¾úÊô,0.6679,2.06,2,2,2,0.0064,1,1,1,1,G+,id|07414362|ref|BAC_0632724|
17S0585608,Erythrobacter_litoralis,º£±õ³à¸Ë¾ú,233/3052398,0.0076,1,0.6552,2.02,Erythrobacter,³à¸Ë¾úÊô,0.6552,2.02,2,1,1,0.0052,1,1,1,1,G-,id|00553863|ref|BAC_0646664|
17S0585608,Escherichia_coli,´ó³¦¸Ë¾ú,499/5697240,0.0088,1,0.7021,2.17,Escherichia,°£Ï£ÊÏ¸Ë¾úÊô,0.7021,2.17,4,1,1,0.0061,1,3,1,1,G-,id|05509798|ref|BAC_0679223|
17S0585608,Janthinobacterium_Marseille,ÂíÈü×ÏÉ«¸Ë¾ú,136/4110251,0.0033,1,0.2433,0.75,Janthinobacterium,×ÏÉ«¸Ë¾úÊô,0.2433,0.75,1,1,1,0.0023,1,1,1,1,-,id|07725234|ref|BAC_0094148|
17S0585608,Pantoea_ananatis,²¤ÂÜ·º¾ú,130/4703373,0.0028,1,0.2126,0.66,Pantoea,·º¾úÊô,0.2126,0.66,1,1,1,0.0019,1,1,1,1,G-,id|06533351|ref|BAC_0585220|
17S0585608,Paracoccus_denitrificans,ÍÑµª¸±Çò¾ú,147/4582379,0.0032,1,0.2182,0.67,Paracoccus,¸±Çò¾úÊô,0.2182,0.67,1,1,1,0.0022,1,1,1,1,G-,id|01187521|ref|BAC_0711279|
17S0585608,Psychrobacter_PRwf,ÊÈÀä¸Ë¾ú*,117/2978976,0.0039,1,0.3357,1.04,Psychrobacter,ÊÈÀä¸Ë¾úÊô,0.3357,1.04,1,1,1,0.0027,1,1,1,1,G-,id|07018793|ref|BAC_0406125|
17S0585608,Ralstonia_solanacearum,Çà¿İÂŞ¶ûË¹¶Ù¾ú,391/3716413,0.011,1,0.8072,2.49,Ralstonia,ÂŞ¶ûË¹¶Ù¾úÊô,0.8072,2.49,3,2,2,0.0076,1,2,1,1,G-,id|02536164|ref|BAC_0769927|
17S0585608,Raoultella_ornithinolytica,½âÄñ°±ËáÀ­ÎÚ¶û¾ú,126/5398151,0.0023,1,0.1852,0.57,Raoultella,ÀÍÌØ¾úÊô,0.1852,0.57,1,1,1,0.0016,1,1,1,1,G-,id|08483500|ref|BAC_0630359|
17S0585608,Serratia_marcescens,Õ³ÖÊÉ³À×¾ú,75/5241455,0.0014,1,0.1908,0.59,Serratia,É³À×ÊÏ¾úÊô,0.1908,0.59,1,1,1,0.001,1,1,1,1,G-,id|04832705|ref|BAC_0834923|
17S0585608,Sphingobium_SYK,ÇÊÖ¬¾ú*,126/4199332,0.003,1,0.2381,0.74,Sphingobium,ÇÊÖ¬¾úÊô,0.2381,0.74,1,1,1,0.0021,1,1,1,1,G-,id|09600723|ref|BAC_0824874|
17S0585608,Sphingopyxis_alaskensis,°¢À­Ë¹¼ÓÇÊ°±´¼ºĞ¾ú,130/3345170,0.0039,1,0.2989,0.92,Sphingopyxis,ÇÊ°±´¼ºĞ¾úÊô,0.2989,0.92,1,1,1,0.0027,1,1,1,1,G-,id|09529201|ref|BAC_0290804|
17S0585608,Stenotrophomonas_maltophilia,ÊÈÂóÑ¿¹ÑÑøµ¥°û¾ú,123/4851126,0.0025,1,0.2061,0.64,Stenotrophomonas,¹ÑÑøµ¥°û¾úÊô,0.2061,0.64,1,1,1,0.0017,1,1,1,1,G-,id|06994621|ref|BAC_0803109|
17S0585608,Bordetella_pertussis,°ÙÈÕ¿È²©µÂÌØ¾ú,124/4124236,0.003,1,0.2425,0.75,Bordetella,²©´úÊÏ¸Ë¾úÊô,0.2425,0.75,1,0,1,0.0021,1,1,0,1,G-,id|07202058|ref|BAC_0688686|
17S0585608,Deinococcus_geothermalis,ÖĞ¶ÈÊÈÈÈÆæÒìÇò¾ú,113/2467205,0.0046,1,0.4053,1.25,Deinococcus,Òì³£Çò¾úÊô,0.4053,1.25,1,0,1,0.0032,1,1,0,1,G+,id|07934447|ref|BAC_0445246|
17S0585608,Delftia_Cs1,´ú¶û·òÌØ¾ú*,144/6685842,0.0022,1,0.1496,0.46,Delftia,´ú¶û·òÌØ¾úÊô,0.1496,0.46,1,0,1,0.0015,1,1,0,1,G-,id|02404121|ref|BAC_0841118|
17S0585608,Agrobacterium_fabrum,ÍÁÈÀÅ©¸Ë¾ú*,138/4917167,0.0028,1,0.2034,0.63,Agrobacterium,ÍÁÈÀ¸Ë¾úÊô,0.2034,0.63,1,0,0,0.0019,1,1,0,0,G-,id|04857120|ref|BAC_0038388|
17S0585608,Cronobacter_turicensis,ËÕÀèÊ¿¿ËÂåÅµ¸Ë¾ú,106/4384463,0.0024,1,0.2281,0.7,Cronobacter,ÚæÆé³¦¸Ë¾ú,0.2281,0.7,1,0,0,0.0017,1,1,0,0,G-,id|05521654|ref|BAC_0360388|
17S0585608,Leptothrix_cholodnii,¿ËÂåµÂÏËÃ«¾ú,120/4909403,0.0024,1,0.2037,0.63,Leptothrix,ÏËÃ«¾úÊô,0.2037,0.63,1,0,0,0.0017,1,1,0,0,-,id|09630384|ref|BAC_0848784|
17S0585608,Rhodobacter_capsulatus,¼ĞÄ¤ºìÏ¸¾ú,64/3738958,0.0017,1,0.2675,0.83,Rhodobacter,ºìÏ¸¾úÊô,0.2675,0.83,1,0,0,0.0012,1,1,0,0,G-,id|07179221|ref|BAC_0651629|
17S0585608,Shigella_boydii,±«ÊÏÖ¾ºØÊÏ¾ú,162/4615997,0.0035,1,0.2166,0.67,Shigella,Ö¾ºØ¾úÊô,0.646,2,1,0,0,0.0024,1,1,0,0,G-,id|07550694|ref|BAC_0759151|
17S0585608,Shigella_dysenteriae,Á¡¼²Ö¾ºØÊÏ¾ú,115/4369232,0.0026,1,0.2289,0.71,Shigella,Ö¾ºØ¾úÊô,0.646,2,1,0,0,0.0018,1,1,0,0,G-,id|08034737|ref|BAC_0076740|
17S0585608,Shigella_sonnei,ËÎÊÏÖ¾ºØÊÏ¾ú,128/4988504,0.0026,1,0.2005,0.62,Shigella,Ö¾ºØ¾úÊô,0.646,2,1,0,0,0.0018,1,1,0,0,G-,id|01104348|ref|BAC_0929314|
